job_id,job_title,company,location,salary_min,salary_max,description,country,search_keyword,experience_required,degree_required,skills,num_skills,job_level,is_remote,salary_avg,has_salary
5710345523,data scientist,Empnéo ICT,India,,,"Job description Lead Data Scientist — Analytics & Automation Lead / Principal | Education / EdTech | 8 years About the Role We are looking for a seasoned Lead Data Scientist to own the design and delivery of scalable data science solutions across our EdTech platform. You will drive analytical strategy, build robust ML pipelines, and champion automation to enable data-led decision making at scale. This role sits at the intersection of rigorous science and engineering discipline. Key Responsibili…",India,data scientist,8,Not specified,[],0,Mid,FALSE,,FALSE
5676535670,data scientist,ADM,"Bangalore, Karnataka",,,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rapid prototyping efforts, collaborating with cross-functional teams, and developing innovative approaches to solve business problems. This position requires a blend of expertise in traditional machine …",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5705677339,data scientist,v4c.ai,India,,,"Overview: The Data Scientist supports the development and implementation of data models, focusing on Machine Learning, under the supervision of more experienced scientists, contributing to the team’s innovative projects. Job Description: Assist in the development of Machine Learning models and algorithms, contributing to the design and implementation of data-driven solutions. Perform data preprocessing, cleaning, and analysis, preparing datasets for modeling and supporting higher-level data sci…",India,data scientist,,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5689758521,data scientist,Kotak Mahindra Bank,"Bangalore, Karnataka",,,"Hiring for Data Scientist Role Work location: Bangalore Exp Range: 4 to 10 Yrs Only Notice Period: Up to 45 Days The Data Scientist role within the team involves deploying projects from conception to actionable insights, developing credit risk scorecards, building behavioral models and impact in the banking business. This role focuses on leveraging data science techniques for model development, driving automation, process improvement, and operational efficiency while demonstrating innovative th…",India,data scientist,10,Not specified,[],0,Mid,FALSE,,FALSE
5709942304,data scientist,Whitefield Careers,"Bangalore, Karnataka",,,"Data Scientist Location: Bangalore Experience: 3 – 4 Years Employment Type: Full-time Role Overview We are looking for a skilled Data Scientist with strong expertise in machine learning, statistical analysis, and data modeling . The ideal candidate will work with large datasets to build predictive models, uncover insights, and develop AI-driven solutions that support data-driven business decisions. This role involves working closely with data engineers, software developers, and business stakeho…",India,data scientist,4,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5694092160,data scientist,AjnaLens,"Thane, Maharashtra",,,"Namaskaram! AjnaLens is looking for a Data Scientist to join our Product Engineering team at Thane (Maharashtra – India) . The ideal candidate should have strong engineering foundations and hands-on experience in building predictive models, statistical analyses, and production-ready data science solutions . This role goes beyond traditional data science, requiring close collaboration with engineering teams, robust software development practices, and the ability to translate complex data into ac…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5683837241,data scientist,UptimeAI Inc.,"Bangalore, Karnataka",,,"About UptimeAI: UptimeAI is leading the way in predictive analytics and AI-driven solutions to optimize operational uptime and reduce downtime for industrial and enterprise clients. Our innovative platform harnesses cutting-edge data science to deliver actionable insights, ensuring maximum efficiency and reliability. UptimeAI uniquely combines Artificial Intelligence with Subject Matter Knowledge from 200 years of cumulative experience to explain interrelations across upstream/downstream equipm…",India,data scientist,200,Not specified,[],0,Mid,FALSE,,FALSE
5694091986,data scientist,TP,India,,,"Job Role: Jr/Sr Data Scientist WFH- Permanent Educational Background Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, Applied Mathematics, or related field. PhD is a plus. Experience 3 years of experience in applied data science, analytics, or AI research. Proven experience building and deploying ML models in production. Exposure to AI-driven products, NLP, or generative AI pipelines preferred. Technical Skills Strong proficiency in Python and ML libraries ( Scikit-l…",India,data scientist,3,PhD,['python'],1,Mid,FALSE,,FALSE
5710339532,data scientist,Tata Consultancy Services,"Bangalore, Karnataka",,,"Role- Data scientist Year of Experience- 10 to 18 years Location-Pan India Required Skill set- Python, PySpark, ML-Ops, NLP, AWS/ GCP/ Azure Data Scientist: 10 yrs of industry experience on customer projects involving model development and deployment Provide AI/ML solution to business problems in BFSI domain and work with relevant stakeholders to provide actionable insights and data science solutions Hands-on model selection, training and tuning Data processing, feature engineering, feature sel…",India,data scientist,18,Not specified,"['python', 'aws', 'spark']",3,Mid,FALSE,,FALSE
5707162037,data scientist,Thales,"Noida, Ghaziabad",,,"About the Company We are looking for a skilled Data Scientist / AI Engineer with strong experience in Data Science, AI, and Generative AI on Databricks. The ideal candidate should have hands-on expertise in building regression, classification, and segmentation models and working with large-scale data using Python, PySpark, and SQL on GCP cloud environment. This role focuses on developing scalable AI solutions, building intelligent data products, and delivering business insights through advanced…",India,data scientist,,Not specified,"['python', 'sql', 'spark']",3,Mid,FALSE,,FALSE
5687248123,data scientist,Otomeyt AI,"Bangalore, Karnataka",,,"Greetings from Otomeyt AI We are hiring Data Scientists to join our growing team!  Location: Bangalore  Work Mode: Hybrid  Experience: 3-10 Years About the Role: We are seeking a visionary Data Scientist to spearhead our AI and advanced analytics initiatives within the customer & agency domain. This role is ideal for a seasoned professional who thrives at the intersection of cutting-edge technology, ethical AI, and strategic business impact. You will lead the development and deployment of high-…",India,data scientist,10,Not specified,[],0,Mid,FALSE,,FALSE
5683836437,data science,ValueLabs,"Hyderabad, Telangana",,,"Greetings ValueLabs is looking for Data Science Architect | Specialist Please find the details below: Experience: 6 Years Location: Hyderabad/ Hybrid (3 days WFO) Notice Period: Immediate /Less than 10 days(if serving notice) Job Description AI/ML Specialist,AI/ML Model Developer,Developing and implementing AI/ML models and algorithms,Collaborating with the data science team to optimize AI/ML solutions,Staying updated on the latest AI/ML trends and technologies. Master’s in Data Science, Comput…",India,data scientist,6,Master,[],0,Mid,FALSE,,FALSE
5699974316,data scientist,Questhiring,"Bangalore, Karnataka",,,"Job Title: Data Scientist (3–6 Years) Location: Bangalore / Gurgaon CTC: ₹40–45 LPA Experience: 3–6 Years Education: Tier 1 Institutes Only (IITs, IISc, ISI, BITS Pilani, IIITs, etc.) About the Role We are looking for a highly skilled Data Scientist to drive data-driven decision-making and build scalable ML models. This role requires strong problem-solving ability, deep analytical thinking, and hands-on experience in deploying machine learning solutions in production environments. Key Responsib…",India,data scientist,6,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5707162149,data science,Switch-Now Consulting,"Bangalore, Karnataka",,,"Job Description Exp - 5 Yrs Location - Bangalore/Gurgaon NP - Immediate to 30 Days (No bench and NP not serving candidates) Data Science & Modelling Independently complete end-to-end data science projects including data collection, analysis, and Modelling. Conduct exploratory data analysis to uncover trends and patterns. Develop, evaluate, and refine machine learning models to improve predictive accuracy. Experience working with LLMs and using traditional NLP techniques . 2. Insight Generation …",India,data scientist,5,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5699980499,data scientist,LTIMindtree,India,,,"Job Title- AI/ML GenAI Data scientist Location: PAN India Experience: 4 to 8 Years Interview Mode - F2F on 18th and 25th April 2026 Sat 18-April-2026- Hyderabad & Bangalore Sat 25-April-2026-Chennai, Pune If you are available for face‑to‑face (F2F) interviews on 18th and 25th April 2026, then please share their passport‑size photograph at tejaswini.karande@ltm.com. Requirements Hands-on experience in Data Science , AI/ML , and Deep Learning (DL) domains Practical exposure to Generative AI (GenA…",India,data scientist,8,Not specified,[],0,Mid,FALSE,,FALSE
5699982160,data scientist,LTM,"Hyderabad, Telangana",,,Responsibilities Data Science Gen AI Python RAG and Azure/AWS AI/ML NLP Qualifications Education details Required Skills Data Science Gen AI Python RAG and Azure/AWS AI/ML NLP Preferred Skills Machine Learning Deep Learning ChatGPT Langchain Prompt Vector stores RAG Llama Computer vision Deep learning Machine learning OCR Transformer Regression Forecasting Classification Hyper parameter tuning MLOps Inference Model training Model Deployment,India,data scientist,,Not specified,"['python', 'machine learning', 'aws']",3,Mid,FALSE,,FALSE
5688078796,data scientist,Godrej Consumer Products Limited,"Mumbai, Maharashtra",,,"Job Title: Data Scientist Job Type: Permanent, Full-time Function: Information Technology Business: Godrej Consumer Products Limited Location: Mumbai, Maharashtra, India About Godrej Industries Limited and Associate Companies (GILAC) GILAC is a holding company of the Godrej Group. We have significant interests in consumer goods, real estate, agriculture, chemicals, and financial services through our subsidiary and associate companies, across 18 countries. https://www.godrejindustries.com/ About…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5699972391,data scientist,Tata Consultancy Services,"Kolkata, West Bengal",,,"Greetings from TCS Walk-in Interview for Data Scientist(Python) in Kolkata Walk-in Interview Date: 18th April 2026 Experience Required: 4-6 Years Location: Kolkata Job Description: The candidate in this position, 8 years of hands-on experience as Data scientist Good experience with LLMs Hands on experience of ML/NLP/Deep Learning and Gen AI concepts Good knowledge of Python programming and ML Ops Good understanding of Azure AI foundry services Should have knowledge of GenAI concepts, theories, …",India,data scientist,6,Not specified,['python'],1,Mid,FALSE,,FALSE
5694091518,data scientist,Diligente Technologies,"Bangalore, Karnataka",,,"Looking for: Data Scientist Job Type: Full time Location: Bangalore, India Description: Looking for a passionate Data Scientist to join growing AI team. As an early member of the team, you will play a key role in designing and building advanced AI systems that power platform. This role sits at the intersection of AI engineering and applied data science, requiring strong experience working with complex and messy datasets. You will help transform raw construction product data into structured inte…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5710344489,data scientist,Tezo,"Hyderabad, Telangana",,,"Role: Data Scientist Location: Hyderabad Experience: 3-5 years About the role: We are seeking a seasoned Data Scientist to spearhead AI and machine learning initiatives for our insurance operations. You will design, develop, and deploy advanced GenAI solutions like RAG and Agentic AI workflows to optimize risk assessment, claims automation, fraud detection, and personalized underwriting. You'll integrate AI into production systems on Cloud platforms, drive model performance, and align innovatio…",India,data scientist,5,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5709942695,data scientist,Minfy,"Delhi, India",,,"Data Scientist – ML, GenAI & Agentic AI Education Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, Mathematics, or a related field Strong academic foundation in statistics, probability, and machine learning Core Experience 5–8 years of professional experience in Data Science, Machine Learning, or Applied AI Hands-on experience building, training, and deploying ML models in production environments Strong understanding of data preprocessing, feature engineering, and mo…",India,data scientist,8,Master,['machine learning'],1,Mid,FALSE,,FALSE
5704493026,data scientist,Garden City Games,India,,,"Garden City Games – Data Scientist https://www.gardencity.games About Us Garden City Games develops free-to-play mobile and social games enjoyed by millions of players worldwide. Based in Bangalore, the studio is home to over 100 talented professionals dedicated to creating exceptional gaming experiences across phones, tablets, and desktops. Previously known as PopReach Games , the company was founded by industry leaders and manages globally recognized IPs such as Smurfs’ Village, War of Nation…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5709941910,data scientist,Movate,"Chennai, Tamil Nadu",,,"Position: Permanent Job Title: Data Scientist Experience: 8 Years Location: Bangalore/Hyderabad/Chennai Work Mode: Hybrid Senior Data Scientist (LLM / Transformer) In this role, you'll be joining our growing team focused on building Generative AI applications for document summarization, classification, and question and answer using unstructured and structured data. You will implement best practices and state of the art techniques for AI and LLMs, and work on research, experimentation and implem…",India,data scientist,8,Not specified,[],0,Mid,FALSE,,FALSE
5709939904,data scientist,DigiFocal IT Solutions Pvt Ltd,"Thane, Maharashtra",,,"We’re Hiring: Data Scientist / Machine Learning Engineer (3–7 years experience) Are you passionate about turning data into real business impact? We’re looking for a Data Scientist / ML Engineer to join our team and help productionize cutting-edge predictive models that power smarter decisions in the fintech and customer engagement space. What You’ll Do: Build, deploy, and optimize predictive models across lending, collections, and CRM use cases. Work hands-on with large-scale datasets and moder…",India,data scientist,7,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5709944568,data scientist,360 ONE,"Mumbai, Maharashtra",,,"Job Title Data Scientist – RM-MIS Role Overview The RM-MIS team at 360 ONE Wealth operates at the intersection of data, technology, and client advisory, forming the analytical backbone for Relationship Managers serving ultra-high-net-worth clients. This role is designed for a seasoned Data Science professional who will lead advanced analytics initiatives within the RM-MIS function. The individual will leverage data to generate investment insights, enhance client experience, and build scalable d…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
5708301333,data scientist,NOBL Q,India,,,"Data Scientist Job Description Data Scientist — Machine Learning / Deep Learning (PyTorch or TensorFlow) Role summary We are seeking an experienced Data Scientist for Cyber Analytics & AI team to design, build, and deploy machine learning and deep learning solutions for client engagements. You’ll lead end-to-end model development: data preparation, model design with PyTorch or TensorFlow, scalable training with distributed engines and production hand-off—working closely with engineers, consulta…",India,data scientist,,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5699972559,data scientist,CARD91,"Bangalore, Karnataka",,,"Position: Associate Data Scientist(ML Engineer) We are seeking a talented Data Scientist/ML Engineer to join our growing team. In this role, you will play a vital part in building and deploying machine learning and AI-driven systems, selecting the right algorithms, and implementing scalable solutions in production environments. Responsibilities & Duties Develop and implement machine learning algorithms and models (e.g., regression, classification, clustering, NLP, etc.) Design and build AI-powe…",India,data scientist,,Not specified,['machine learning'],1,Mid,FALSE,,FALSE
5699705858,data scientist,PwC India,"Jaipur, Rajasthan",,,"At PwC, your work makes a difference. Join us to shape the future of Power/ Energy sector through innovation, teamwork and deep expertise. We’re looking for Data Governance professionals . What you’ll do Analyse and interpret complex data sets to support data driven decision-making and strategy Identify patterns, trends, and anomalies in data to provide actionable insights to the department. Assist in identification and evaluation of potential AI/ML use cases to improve service delivery. Work c…",India,data scientist,,Not specified,[],0,Mid,FALSE,,FALSE
